,A,ABBV,ABC,ABMD,ABT,AGN,ALGN,ALXN,AMGN,ANTM,BAX,BDX,BIIB,BMY,BSX,CAH,CELG,CERN,CI,CNC,COO,CVS,DGX,DHR,DVA,EW,GILD,HCA,HOLX,HSIC,HUM,IDXX,ILMN,INCY,IQV,ISRG,JNJ,LH,LLY,MCK,MDT,MRK,MTD,MYL,NKTR,PFE,PKI,PRGO,REGN,RMD,SYK,TFX,TMO,UHS,UNH,VAR,VRTX,WAT,WCG,XRAY,ZBH,ZTS,XLV
3/25/2015,39.1456,49.4313,105.0912,70.52,42.5149,290.1266,54.69,175.63,144.6692,145.3216,35.623,134.2671,431.63,57.8409,17.52,79.5571,116.99,72.3,126.7801,34.415,184.1847,93.0572,69.6445,62.8785,81.05,71.125,89.9729,74.5375,32.03,54.3333,172.3768,75.05,183.28,90.47,66.31,165.0765,89.9774,126.89,67.1942,218.2652,70.9197,51.4506,320.4,61.23,11.02,29.7076,49.4883,158.0839,453.99,65.4055,87.3245,116.6612,131.7556,116.4538,109.5277,81.9918,118.64,121.54,91.03,49.4494,111.5251,44.8853,68.340019
3/26/2015,39.0401,48.6248,105.0444,69.03,42.4874,290.7925,54.58,176.04,144.6061,143.8158,35.5603,134.832,428.93,58.1091,17.44,79.6733,117.66,72.33,126.0808,34.095,184.8638,92.3869,69.5803,62.8561,81.07,70.95,91.0676,74.9809,31.94,53.8137,170.8118,75.075,184.37,89.2,66.29,166.3298,89.7981,125.8,66.3628,218.7781,70.2937,50.8677,318.88,61.88,10.91,29.5864,49.4981,159.3543,448.375,65.2847,86.6054,115.671,131.1249,115.8221,109.2551,82.1245,117.6,121.85,90.32,49.2836,111.8539,44.7301,68.180183
3/27/2015,39.5293,48.9474,106.0752,70.31,42.7433,292.9543,54.04,180.59,146.4435,147.0626,35.8373,136.1312,429.87,58.3415,17.83,80.5224,118.68,73.28,128.848,34.61,185.9425,92.8489,69.9013,63.2512,81.83,71.84,91,74.9513,32.49,54.4314,172.8337,76.585,187.17,94.36,67.26,165.7498,89.9774,127.15,66.4893,218.8362,71.0002,51.0002,323.29,61.63,11.09,29.9068,50.0664,160.9545,454.5,66.4928,87.9064,116.3894,131.7359,116.5723,110.9092,82.8938,120.34,124.11,91.24,49.547,113.6432,44.8368,68.669083
3/30/2015,40.1159,49.4483,106.3564,73.47,43.0174,294.1123,54.595,180.26,147.9882,147.6084,35.9471,137.1198,431.62,58.7885,18.07,81.4631,120.02,74.11,129.827,35.615,188.859,94.0537,71.2494,63.8103,82.17,72.07,90.7207,75.0499,33.165,55.2314,176.3971,78.055,187.62,94.19,68,168.7198,91.0625,127.28,66.7514,221.7687,71.9545,51.5213,324.83,60,11.31,30.3139,50.4388,163.1753,459.78,66.5857,88.8466,117.4961,133.5884,118.4181,113.7193,83.8223,121.25,124.94,92.33,50.025,114.6781,45.5159,69.364769
3/31/2015,39.9524,49.703,106.5251,71.58,42.3321,287.2218,53.785,173.3,143.9756,145.3122,35.8112,135.1897,422.24,57.6621,17.75,80.9876,115.28,73.26,129.3075,35.345,187.191,93.492,70.479,63.2885,81.28,71.23,88.4142,74.1237,33.025,54.7529,173.3205,77.24,185.64,91.66,66.97,168.3432,90.2106,126.09,65.649,218.9233,71.5599,50.7618,328.65,59.35,11,30.132,50.1154,160.5472,451.48,66.7065,87.612,117.302,132.3764,116.1873,111.1724,83.2033,117.97,124.32,91.46,49.6445,113.6625,44.9048,68.161362
4/1/2015,39.7985,48.4804,104.9881,69.92,41.9301,286.0734,52.45,169.5,141.4987,144.9169,35.3093,133.6457,413.81,57.1525,17.65,79.7137,114.57,73,130.2366,35.235,186.362,92.6315,69.3143,62.543,80.05,70.35,88.0448,73.7493,32.575,54.2039,172.9505,75.88,182.21,89.44,67.87,168.8398,88.9103,125.88,64.6369,215.5456,69.8625,50.2142,325.09,57.94,10.82,29.7336,49.5863,159.0343,441.18,66.3441,86.5958,116.1079,130.0706,111.4987,110.3829,82.2925,116.43,123.47,91.45,49.03,112.3762,44.8853,67.47506
4/2/2015,40.4332,48.404,105.3255,70.72,42.1494,287.9456,52.75,169.94,140.3999,144.8793,35.5498,132.9678,412.44,56.8558,17.72,80.3865,114.31,72.77,130.3365,35.18,187.4707,93.0391,69.5161,62.7592,80.59,70.305,88.6845,73.9463,32.945,54.6392,173.2815,76.54,183.01,88.79,66.39,169.4298,89.3497,125.21,64.3748,216.3295,70.5323,50.4262,321.47,58.095,11,29.7769,49.7332,158.7822,438.27,67.3942,86.5388,117.2243,131.1644,115.1805,110.2983,82.938,117.23,124.2,92.64,49.0007,113.0822,45.1085,67.681892
4/6/2015,40.3178,48.9134,105.4661,70.87,42.3047,287.4341,53.07,170.63,139.8595,146.2721,35.8792,133.1844,413.42,56.649,17.68,80.6826,112.97,73.4,131.6751,35.3,188.1498,93.6913,70.1581,63.3407,81.47,69.925,88.1078,74.8331,33.21,55.0431,173.5541,76.54,182.79,88.46,66.46,171.4432,88.9193,125.83,64.4381,217.2102,70.9819,50.4968,326.16,58.48,10.72,29.8635,49.8606,160.0138,440.23,68.6674,87.1466,118.166,131.5487,116.5821,110.6179,83.6101,118.25,125.63,92.53,49.5177,113.5078,44.9436,67.785324
4/7/2015,40.8082,49.6012,105.5973,69.73,42.2042,285.2338,52.55,176,141.6608,146.0462,36.2503,132.4782,418.09,56.649,17.69,80.6916,112.72,72.45,129.7471,35.26,184.8239,93.4196,69.5405,63.609,81.86,69.375,88.9187,74.6065,33.03,54.8549,173.3984,75.535,182.76,89.39,66.2,170.8198,89.7622,124.56,64.7905,214.7036,70.8167,50.7176,322.9,59.57,10.73,29.9155,49.5373,159.7326,441.65,67.292,86.8807,117.4088,131.0757,116.3946,110.2889,83.1679,120.47,124.94,90.14,49.3909,112.2021,45.0532,67.945122
4/8/2015,40.6351,49.9323,106.1221,69.63,42.5879,284.481,52.72,178.24,144.4079,145.5286,36.334,133.0902,425.36,57.1165,17.89,80.9159,115.15,73.22,131.3554,35.66,186.2821,93.2384,69.6696,63.6239,81.74,69.51,89.9819,75.6312,33.24,54.9451,174.0117,76.705,185.32,91.63,67.17,170.4865,89.816,125.6,65.1971,215.3326,70.0918,50.4703,326.77,68.36,11.15,30.0021,50.184,189.1072,453.19,67.7845,87.3935,117.4573,130.8786,117.4409,111.0784,83.2387,123.79,124.92,90.78,49.5177,112.3085,44.9074,68.518639
4/9/2015,40.8563,51.2143,106.3657,69.8,42.9443,282.0587,52.72,177.37,145.4528,144.4464,36.6738,134.1729,426.63,57.0626,18.1,80.6467,115.58,74.38,132.0447,35.31,186.6916,92.7311,70.2134,63.7059,81.52,69.685,91.1442,76.7052,33.4,55.6078,173.0381,76.39,186.34,92.28,67.41,171.0298,90.8652,126.07,65.3869,216.0972,70.7708,50.7176,329.23,70.095,11.18,30.3399,50.2232,192.6954,455.04,68.6209,88.3907,117.9233,131.6176,117.1645,111.4167,83.274,125.64,125.43,90.23,50.1128,113.353,45.2378,69.035728
4/10/2015,41.8755,52.6407,108.0995,69.35,43.0814,284.4907,54.29,182.68,147.1551,144.851,36.8934,134.832,425.65,58.1236,18.1,81.2119,117.07,75,133.1736,35.085,187.0212,92.8851,70.2687,63.3481,81.9,70.84,91.6938,77.0894,33.3,55.6294,173.7683,76.78,188.16,93.81,67.63,176.7865,91.5198,126.07,66.7966,217.1231,71.5049,50.5587,331.15,70.24,11.22,30.695,50.5074,192.5499,461.39,69.5316,89.027,117.6126,131.7753,116.9079,111.8396,83.4686,128.47,125.77,90.2,50.4347,113.5948,45.8403,69.628029
4/13/2015,41.3851,52.3945,106.8249,67.99,42.7341,283.7862,53.82,182.9,146.3534,144.4652,36.5274,134.1164,423.36,57.5032,17.8,80.4045,116.44,74.53,132.6641,35.175,186.1822,92.5228,69.5866,63.5345,81.76,71.55,92.1533,76.2716,33.175,55.7412,173.8657,76.405,190.34,99.83,67.87,180.7698,90.1657,125.18,66.4351,216.765,71.6425,50.0994,327.6,68.56,11.37,30.3919,50.5172,195.7793,456.98,69.4945,88.4192,117.4282,130.7801,116.8585,112.1874,83.3979,127.81,124.75,89.4,50.0835,112.3955,45.3447,69.251976
4/14/2015,41.414,52.8397,106.8343,67.49,42.8903,287.7429,53.15,182.72,146.4255,145.1616,36.5849,133.0431,423.57,57.5751,17.9,81.0146,115.78,73.68,132.764,35,182.8363,92.4956,68.6649,63.7208,82.01,71.375,92.0902,76.2027,33.18,55.1294,174.8101,75.905,188.16,98.97,67.21,178.6832,90.1388,124.47,66.3809,218.7394,71.4682,51.009,324.5,68.62,11.77,30.3399,50.1448,197.5346,455.07,68.5744,87.8874,116.2826,130.7406,117.6087,112.7043,83.1149,128.73,124.56,88.82,50.025,112.1537,45.578,69.364769
4/15/2015,41.712,53.1051,106.4782,67.45,43.0097,288.4764,52.86,183.83,149.0375,142.3854,36.6999,132.5724,430.96,57.0356,18.04,80.88,118.23,72.98,130.0867,33.895,182.4468,92.1514,70.0567,63.8103,81.61,70.64,93.73,78.0747,32.74,54.9196,172.0645,75.495,190.46,100.29,67.16,177.9032,90.2106,125.4,66.6068,218.4007,71.4865,51.6184,327.09,66.77,12.1,30.4958,50.3996,197.0691,453.89,67.8682,87.6499,116.0011,131.6669,119.5236,110.2607,83.6366,129.2,124.58,84.52,49.8153,111.8249,45.6751,69.543411
4/16/2015,41.4716,53.5845,106.675,68.3,42.725,286.0927,52.77,184.28,150.2985,145.8015,36.6738,134.0599,428.65,57.2604,18.16,80.4404,116.36,72.87,132.6641,34.65,179.7101,91.6441,70.1857,63.691,82.13,70.865,93.1083,76.6658,32.82,55.0039,172.9895,75.995,193.02,102.76,67.48,181.1632,89.4842,125.49,66.408,219.2814,70.6699,51.0797,325.74,66.835,12.13,30.4785,50.4683,192.9863,457.42,67.1433,87.5455,116.5059,130.5534,118.4279,114.2832,84.0876,128.94,124.94,85.11,49.6348,111.5734,45.8112,69.505806
4/17/2015,41.3274,53.3277,105.5317,67.29,42.477,286.6717,53.375,181.34,147.3352,143.4959,36.5483,133.2503,419.44,58.7621,18.4,80.3417,113.47,71.81,130.9958,34.075,180.0997,90.9376,69.4299,62.7816,81.26,69.97,91.3424,76.8924,32.465,54.2235,172.7947,74.71,191.16,101.66,66.69,180.2332,89.2959,124.41,65.4863,220.6944,70.1836,50.2319,320.54,69.815,11.95,30.3486,50.0365,192.9669,447.52,66.7994,87.8494,116.671,130.1691,118.2305,111.5671,82.9292,125.07,124.41,82.59,49.1275,110.848,45.4516,68.904106
4/20/2015,41.5293,54.3978,106.0752,69.33,42.826,285.0504,54.205,185.71,149.4879,143.8629,36.7836,135.7829,422.92,59.2206,18.19,80.871,114.75,71.7,130.1367,34.905,180.8188,91.7438,70.1857,63.3034,81.84,70.64,90.6892,77.4047,33.08,54.7725,173.9825,76.06,193.18,105.51,66.49,184.3265,89.8609,125.35,65.4321,221.8558,70.78,50.8766,323.19,68.045,10.96,30.3226,50.5468,192.0941,452.42,67.7659,88.6567,117.9718,132.0709,119.3656,111.4449,83.9196,125.55,124.02,82.51,50.3079,112.115,45.714,69.327179
4/21/2015,41.2409,54.4578,106.7312,69.71,43.276,284.2397,56.15,186.78,151.7306,143.8723,36.6215,137.0539,422.11,60.0749,18.31,81.0594,114.82,72.22,130.5662,35.39,181.5279,91.8615,70.241,63.5121,83.12,70.24,94.7842,76.5377,33.33,54.8902,175.3748,77.61,199.31,109.185,66.7,182.2432,89.9416,125.91,65.2514,223.8496,70.725,50.9207,323.48,74.07,10.74,30.2186,50.7431,186.9931,463.22,67.9425,89.9483,119.1659,132.4749,119.3854,112.1028,84.4059,132.2,124.16,82.98,50.5908,113.5175,46.1999,69.787849
4/22/2015,41.0678,55.2368,106.6563,69.31,44.4057,284.9056,55.94,188.19,152.307,143.8347,36.7941,135.8865,423.57,59.886,18.41,82.0912,115.54,72.41,130.1167,35.45,182.7065,92.0155,70.3147,63.5494,83.22,70.435,93.8651,76.3899,33.26,55.3373,175.258,77.985,190.04,107.98,66.45,172.3098,90.0581,126.26,65.3327,223.8302,71.5783,50.9472,324.14,72.4,10.9,30.2533,50.7235,195.4108,472.63,68.1005,91.6008,119.428,128.7797,119.5038,110.7212,84.8658,132.85,124.08,82.65,51.0493,113.6335,45.7043,69.900665
4/23/2015,40.9813,55.0057,107.9589,69.57,44.5067,287.9359,56.01,184.58,152.3701,145.1145,37.3848,135.9053,430.28,59.3465,18.42,82.0912,116.09,73.05,130.4364,36.27,182.7664,91.6974,69.3193,63.1319,83.41,70.96,94.7887,76.3012,33.42,55.6235,177.1078,79.7,192.6,107.85,67.69,170.9232,90.085,126.38,65.423,221.7397,72.0279,50.7883,324.36,73.69,11.06,30.6257,50.6057,195.5369,480.08,68.1934,92.2941,120.2144,127.6564,121.014,111.1442,85.0161,135.82,124.35,83.19,50.8444,114.6781,45.7237,70.163902
4/24/2015,40.8563,56.5638,108.2213,68.83,44.3781,285.089,59.18,180.08,151.2352,145.1898,37.1914,135.8865,401.71,59.1667,18.34,81.9835,118.71,73.32,130.5263,36.835,181.5279,92.3337,69.8723,62.0958,83.91,69.165,93.4282,76.5968,33.985,55.898,177.5362,82.025,189.59,107.34,69.09,168.6398,90.641,126.93,64.6821,221.8268,71.2113,50.8677,322.06,76.06,10.77,30.5478,50.6842,187.061,480.09,61.0562,92.0282,121.3308,128.1195,121.1029,111.5483,84.4502,133.2,123.54,83.5,51.1371,114.8618,46.5595,69.938293
4/27/2015,40.3659,55.6649,106.9374,66,43.6158,275.2261,58.59,174.75,146.2544,142.1219,36.7888,133.7304,389.27,58.5912,17.98,80.3237,114.715,73.06,130.1167,35.395,180.4492,92.0064,68.6834,61.9392,83.79,65.485,92.7479,75.2568,33.145,54.898,175.365,80.53,183.71,101.38,68.9,166.8398,90.1926,125.61,64.0586,219.8621,69.9267,50.4262,320.02,71.72,10.56,29.9588,50.5763,182.5903,473.48,59.9875,89.8723,119.6804,125.4097,118.6944,109.2457,83.9107,127.88,122,80.82,49.8494,112.7824,45.5099,68.669083
4/28/2015,40.5582,56.9234,106.7968,66.93,43.7077,278.0344,59.45,171.08,146.3534,145.1333,36.7156,134.8885,374.68,58.0337,17.75,81.176,113.52,73.13,131.5752,34.52,181.8775,92.6882,68.0105,62.0659,83.59,64.95,93.4507,74.8331,33.04,54.9176,176.3289,66.78,184.38,99.6,69.31,168.3132,90.3361,123.46,64.3206,221.1687,70.2111,52.9696,322.43,72.71,10.33,29.8635,50.7921,180.7574,466.34,60.1083,90.3187,119.6999,125.7645,120.2639,110.5145,83.8312,125.47,125.59,81.58,50.2201,112.8985,44.4409,69.007515
4/29/2015,40.3466,56.1871,105.3724,65.49,43.3219,278.1599,60.18,173.61,144.9934,142.1689,36.4647,133.8622,383.78,57.8089,17.59,79.7585,113.2,73.03,126.5503,31.975,180.659,91.5065,66.5912,61.723,82.64,64.98,92.1893,74.9415,32.66,54.5686,163.6137,65.29,186.5,101.67,68.47,166.5098,90.0223,120.65,65.3146,218.149,69.4496,52.7046,320.56,74.5,10.13,29.699,50.7921,179.1573,469.7,59.56,89.5779,118.3699,125.2718,118.1614,106.774,83.8488,123.76,125.45,79.08,49.7421,111.5541,43.9453,68.377617
4/30/2015,39.7793,55.3567,107.1155,63.22,42.6331,272.9775,58.84,169.23,142.2283,142.0372,35.9367,132.6289,373.93,57.3054,17.82,75.6674,108.06,71.81,124.5124,30.995,177.8524,90.2521,65.8262,61.0372,81.1,63.325,90.5585,72.9216,33.74,53.7647,161.2284,62.685,184.25,97.16,65.88,165.3265,88.9552,119.56,64.9441,216.2134,68.3118,52.5987,317.01,72.26,9.52,29.3872,50.3015,177.7414,457.46,59.4206,87.6025,119.3698,123.843,115.4371,104.6969,78.5696,123.28,125.19,77.43,49.7519,106.2346,43.1679,67.418648
5/1/2015,40.2216,55.0656,107.406,63.79,42.8811,279.6171,59.18,172.5,144.435,144.2017,36.2974,133.8716,386.22,58.1416,17.74,76.753,110.55,72.11,125.3616,31.45,177.7825,91.3156,66.0842,61.5143,82.4,63.595,94.613,73.4044,34.005,54.4471,161.9683,66.465,191.23,98.28,67.3,165.9865,89.7891,119.77,66.0737,217.7038,69.367,52.8636,320.5,73.89,11.48,29.5171,51.5674,180.6313,471.16,60.2013,88.7041,119.03,125.794,115.2989,106.3886,78.3397,125.6,126.59,77.88,50.1713,106.8052,43.3525,68.330597
5/4/2015,40.3274,55.3738,108.0057,65.14,43.1658,279.6847,60.35,171.3,146.0112,146.6579,36.564,135.5193,386.22,58.7351,17.88,76.8248,109.9,73.06,126.6003,32.415,178.8612,91.0429,66.0474,61.641,82.34,63.875,95.1986,74.3306,34.395,55.7098,164.1978,65.26,189.65,101,66.23,166.1198,89.9864,119.19,66.0104,218.6329,69.6422,53.5524,324.04,73.05,11.34,29.725,51.0865,182.2606,474.17,61.0098,88.9226,120.9716,125.9123,117.8357,107.6668,78.1628,126.3,127.02,79.96,51.2834,107.047,44.1202,68.763092
5/5/2015,39.9909,54.6718,107.4903,75.47,43.028,275.7665,59.51,168.55,143.6063,145.1145,36.4124,133.6928,385.8,58.4743,17.37,75.8738,107.54,72.08,125.1218,31.65,177.2232,89.7522,64.416,61.4249,81.51,61.93,92.793,72.5275,33.63,54.2471,159.914,63.48,187.04,97.5,64.59,164.3198,89.2242,117.3,64.9803,215.6133,68.7339,53.42,321.23,72.89,11.17,29.5517,50.2524,182.4448,465.5,60.0433,88.2293,119.4475,124.7988,114.7659,106.5484,76.6153,122.15,127.69,78.51,50.8542,106.8826,44.3923,67.898132
5/6/2015,39.9909,54.7403,106.8905,73.84,42.7433,273.4117,58.91,155.01,143.165,150.4316,36.0255,132.8266,383.56,58.1506,17.3,76.0442,108.65,70.85,125.1618,31.775,177.6027,89.8703,64.5819,61.3801,81.41,62.195,92.1443,73.4044,33.47,53.502,158.7651,63.95,188.55,100.54,64.9,162.9032,88.9283,117.21,65.1068,215.7295,68.1925,53.2169,323.39,71.05,11.41,29.2226,49.3594,184.1322,470.01,60.2477,87.9064,119.1271,125.794,113.8776,106.6612,76.6684,122.93,127.39,80.97,49.6445,106.4861,44.0133,67.63488
5/7/2015,40.1928,55.3909,106.8999,69.72,42.7066,277.2623,58.87,162.96,142.2193,146.6203,36.2451,134.446,383.29,58.4923,17.18,76.2506,112.01,71.25,126.3605,31.96,177.2332,90.3157,65.4575,62.0138,81.76,61.975,91.7118,75.4637,33.64,53.7196,160.1963,65.13,190.82,102.08,64.86,163.0432,89.3677,118.39,64.8989,216.6199,68.4494,53.2522,321.89,70.39,11.32,29.3274,49.5066,185.2281,468.62,60.5637,87.9539,119.195,125.8827,116.9572,107.8548,77.1017,125.05,128.06,76.86,49.508,107.3952,44.2757,67.954552
5/8/2015,40.8659,55.8532,108.0526,67.37,43.6893,282.5895,59.71,163.02,146.2183,149.0671,36.381,133.7022,398.43,60.1828,17.51,77.7399,113.21,68.02,128.3585,32.79,180.629,91.4974,65.4575,62.6399,82.17,63.2,93.5678,75.7691,33.99,54.2235,163.4676,65.1,195.81,103.83,64.85,164.7732,90.9907,118.4,66.2002,221.7106,69.9267,53.6407,326.29,71.31,11.355,29.7117,49.801,186.7797,481.29,60.9819,89.8058,120.6707,128.0801,119.0695,108.7194,77.7649,127.41,130.4,78.91,49.8592,109.2425,44.6061,69.054527
5/11/2015,40.9813,55.819,107.6871,66.56,43.4689,291.1978,59.35,161.04,145.0564,149.4529,36.2138,133.2973,396.91,61.2438,17.47,77.4797,113.4,68.1,128.1687,32.98,179.1109,91.3429,65.0243,62.2896,81.59,63.535,94.3607,76.4884,34.25,53.8863,162.2214,65.27,197.54,104.61,64.36,165.4565,90.5962,117.46,66.3899,221.188,69.7524,52.9872,325.02,71.63,11.47,29.6593,50.1641,187.7301,477.56,60.9633,89.6159,121.6123,127.9717,120.5501,107.8642,77.4996,124.08,131.2,80.25,49.3226,109.465,44.7908,69.092133
5/12/2015,40.2986,55.4851,107.8183,68.56,43.2852,286.4208,58.64,161.08,143.2371,149.1329,35.8844,131.0189,395.3,60.6953,17.27,77.3003,113.58,67.24,131.725,33.725,178.3119,91.1156,64.757,64.1085,80.92,65.235,95.1085,75.3849,33.845,53.8941,168.803,65.845,196.97,105,64.47,164.9465,90.094,116.3,65.4592,222.1655,69,52.4927,321.61,70.33,11.29,29.5021,50.0464,188.3896,479.4,60.7496,88.4002,122.7773,127.7155,117.9936,107.742,76.8452,124.08,130.82,82.35,49.2543,108.5558,44.2952,68.650253
5/13/2015,40.2024,55.9046,107.1155,66.25,43.1934,285.3592,58.75,159.41,143.3728,149.4341,35.6021,130.7365,390.04,60.6054,17.23,77.5874,113.4,67.27,131.5552,33.745,178.172,90.7248,65.3285,65.1148,80.98,64.16,95.8563,76.5869,34.08,54.0882,168.9198,65.37,198.23,104.26,65.48,166.1515,90.1657,116.56,65.7845,224.9045,68.688,52.2631,323.42,70.85,10.93,29.2837,50.3113,187.9338,477.46,51.5586,88.2388,123.2348,127.952,118.2996,108.8886,76.1024,125.52,129.79,82.06,49.586,108.3817,44.334,68.725479
5/14/2015,40.4332,56.4782,107.7246,68.31,44.6996,287.0674,59.31,161.69,146.6225,150.5728,36.0935,132.7889,394.35,60.6504,17.91,78.9511,115.08,68.14,131.715,34.08,180.5591,92.6791,66.0842,65.4801,81.86,65.28,97.9737,77.9072,34.3,55.0392,169.65,66.64,198.92,106.78,65.67,167.4498,91.3136,117.69,66.4713,231.7761,69.9726,52.793,325.6,71.53,10.93,29.6418,50.8118,188.2829,491.43,52.4693,90.4706,125.8338,129.1837,120.5304,111.3979,77.4554,123,130.01,82.57,50.3567,110.0583,44.9754,69.675026
5/15/2015,40.4236,56.4953,107.2736,67.45,44.7363,286.2374,59.28,160.56,146.9664,151.8621,36.2608,133.2032,391.24,60.8212,17.85,78.5473,115.53,67.34,131.9248,34.055,180.7589,92.7791,66.0105,64.4439,81.48,65.705,98.4782,78.6659,34.445,54.8118,171.2565,67.62,199.07,106.86,67.14,167.8865,91.735,117.29,66.3257,232.2116,70.1194,53.1904,325.62,70.67,11.13,29.6855,51.1847,188.6223,489.01,52.2277,90.7081,124.9675,128.2575,120.6686,112.1498,77.1547,126.21,130.57,83.22,50.7176,109.6803,45.1795,69.816055
5/18/2015,40.9909,56.17,106.4563,68.66,44.8557,285.4268,59.86,163.16,147.944,153.6313,35.6805,133.3256,395.42,61.1449,18.06,78.8165,116.37,68.26,133.1336,34.88,182.1172,93.1154,67.1073,65.0477,82.7,65.86,100.0099,79.8088,34.62,55.3137,171.9477,67.77,200.76,107.65,67.53,167.5498,92.7393,118.74,66.3621,234.9409,71.0828,52.9961,327.55,71.38,11.32,29.6768,51.3711,192.3754,496.74,52.7946,91.7338,125.2206,128.0703,124.1332,112.5915,77.5173,127.31,131.49,84.54,51.2639,110.7463,45.4127,70.229721
5/19/2015,40.7409,56.2727,108.1474,68.01,45.0118,288.0035,59.24,161.96,148.0527,154.7512,35.8007,133.1467,395.17,61.3877,18.12,78.323,116.85,68.5,133.6431,35.185,182.8363,93.0063,67.052,64.4737,83.2,65.54,99.6135,81.3065,35.32,55.4784,173.0479,67.675,202.14,108.25,68.37,167.6198,93.2236,118.34,66.8261,234.7957,71.9728,53.4465,329.59,71.35,11.53,29.8776,51.8225,191.7062,504.15,53.0734,91.8192,124.5976,128.6418,126.2553,113.2964,77.3227,128.31,133.19,84.9,51.3517,110.8044,46.1124,70.558784
5/20/2015,40.9716,56.4097,107.7716,66.85,45.1312,287.106,59.22,164.44,148.4328,153.9324,35.5237,133.109,401,62.116,17.98,79.0139,116.86,68.19,133.5232,35.475,182.5567,92.0519,68.8216,64.8688,83.69,66.18,99.2621,80.9321,34.89,55.3961,173.8268,68.57,201.97,109.67,68.81,164.1232,92.9008,119.55,66.7442,234.0215,72.294,53.3935,331.3,70.45,11.58,29.9562,52.5781,191.5705,512.77,53.4656,91.9142,124.2764,130.0903,125.14,113.9448,77.42,126.75,134.76,84.54,51.3225,110.8044,45.9472,70.652779
5/21/2015,40.6928,56.2042,107.0482,65.07,45.3149,290.696,59.38,168.57,148.3061,154.9206,35.3093,134.0788,401.15,61.9452,17.87,79.5432,116.2,67.83,132.8139,35.79,179.5803,94.2516,68.0935,64.7794,83.49,65.91,100.2081,80.3902,34.96,55.5373,174.0409,69.015,203.12,108.41,68.71,164.9832,92.5152,120.36,67.5721,231.7374,71.9453,53.0756,330.84,69.94,11.58,30.0086,52.3917,192.2687,516,53.531,91.5533,125.4834,130.8983,125.0511,113.2118,77.3846,125.05,133.84,84.14,51.0883,110.9207,46.4526,70.662216
5/22/2015,40.8659,56.0587,106.9166,63.45,45.0302,290.8215,59.29,171.94,148.0708,154.5159,35.2204,133.6363,398.68,61.4147,17.83,79.3996,116.09,68.33,135.7209,35.555,180.5291,94.4879,73.3655,64.5632,84.09,65.44,100.6496,80.9222,35.05,55.7059,174.2746,69.36,205,107.69,69.7,165.0898,91.5486,121.42,67.5994,232.8697,71.4039,52.4397,330.59,69.66,11.87,29.9388,52.3917,192.4724,513.88,53.3069,91.5913,126.2719,130.2184,125.1597,112.3941,77.4377,125.08,133.29,83.06,50.5908,110.2521,46.2874,70.492966
5/26/2015,40.4428,56.5895,106.165,60.74,44.6353,289.5862,59.27,165.94,143.934,152.7749,35.142,132.0734,392.88,60.6953,17.77,78.5832,114.46,67.78,133.7729,35.57,178.9511,93.4881,71.3194,64.2427,83.75,64.28,98.9017,80.9813,34.61,55.4118,173.1842,68.905,205.09,107.29,69.27,162.3898,91.0699,119.82,67.6085,230.2082,70.257,52.0776,325.28,70.55,11.53,29.7903,51.7538,189.8345,506.63,53.6244,90.7271,124.0622,127.9027,125.0413,111.1254,76.3765,122.63,132.69,82.03,49.9177,109.5931,46.5984,69.778442
5/27/2015,40.9716,57.6853,106.7193,61.85,45.0118,296.0714,59.7,168.12,145.2285,153.7536,35.0479,133.2691,402.92,61.5046,17.99,79.5701,116.02,68.47,134.8019,36.075,178.9611,94.0607,71.1166,65.167,84.06,65.225,101.3253,80.7449,35.45,55.9843,173.8073,68.67,209.47,107.92,70.52,164.5532,91.3499,119.45,68.1453,231.5051,70.9452,52.5104,330.02,72.04,11.55,29.9562,52.4604,188.7435,515.37,54.2595,91.7338,125.571,129.0754,130.0161,112.2626,77.0309,127.8,134.72,83.1,50.6006,110.7366,48.0561,70.586983
5/28/2015,40.1447,57.7624,106.259,60.57,45.2414,302.1416,61.18,166.19,142.4314,154.5441,35.3773,133.1561,400.1,62.179,18.27,79.0498,114.93,68.33,135.7309,36.205,180.5591,93.7971,70.0843,65.0925,84.23,65.325,101.6767,80.5971,35.29,55.9451,173.7002,68.025,208.62,108.14,70.59,161.9332,91.368,118.91,69.5191,230.1888,70.8442,52.7223,328.18,72.68,11.52,30.0785,52.0973,188.2195,512.12,54.7731,91.4014,125.3763,128.2279,128.3578,112.4223,77.2874,127.4,134.57,82.44,50.8737,109.8838,47.7257,70.63398
5/29/2015,39.6062,57.009,105.7516,59.72,44.6353,296.0907,60.67,163.84,141.4448,157.9603,35.0928,132.2899,396.99,58.0877,18.27,79.1036,114.44,67.29,140.6859,37.67,181.5479,93.0608,69.3378,64.347,83.78,65.36,101.1542,80.6266,35.77,55.5569,208.9835,67.8,206.08,110.15,69.71,162.5832,90.4557,117.95,71.7846,229.5985,70.0276,53.7732,324.68,72.63,11.5,30.3492,51.744,184.6678,512.56,54.9319,91.2969,125.3179,127.7352,128.0022,112.9768,76.5799,128.29,133.62,85.67,50.7615,110.5622,48.367,70.45536
