,A,ABBV,ABC,ABMD,ABT,AGN,ALGN,ALXN,AMGN,ANTM,BAX,BDX,BIIB,BMY,BSX,CAH,CELG,CERN,CI,CNC,COO,CVS,DGX,DHR,DVA,EW,GILD,HCA,HOLX,HSIC,HUM,IDXX,ILMN,INCY,IQV,ISRG,JNJ,LH,LLY,MCK,MDT,MRK,MTD,MYL,NKTR,PFE,PKI,PRGO,REGN,RMD,SYK,TFX,TMO,UHS,UNH,VAR,VRTX,WAT,WCG,XRAY,ZBH,ZTS,XLV
8/15/2000,28.8988,,7.505,21,10.7827,51.137,,18.015,56.7886,,15.771,19.367,43.0567,25.8734,8.065,27.0986,7.305,4.5862,31.5758,,16.8048,14.6103,21.8268,9.6666,2.0833,5.7025,2.3792,,1.9688,3.5176,7.4418,6.75,20,35.64,,8.4133,29.8126,26.6453,42.3071,21.5192,40.1485,35.7017,45.81,10.6736,40.875,22.4778,30.5099,6.0603,33.5,7.4762,19.4623,26.1915,16.9206,15.0707,10.0805,9.7958,62.05,71.75,,10.6567,,,
8/16/2000,29.2348,,7.2493,21.5,11.0161,51.1755,,17.9375,57.1071,,15.5053,19.5082,41.9167,25.903,8.095,26.9167,7.3288,4.68,31.7597,,16.8391,14.5629,21.7656,9.587,2.1867,5.6875,2.3862,,1.9845,3.5549,7.6743,6.8125,21.375,35.095,,9.1267,30.3866,26.3958,42.7906,21.6319,41.127,35.9454,45.44,10.8339,42.5,23.0742,31.2647,6.0047,33.69,7.613,19.6493,26.3749,16.664,15.5013,9.9862,9.8665,64.25,71.8,,10.7318,,,
8/17/2000,31.251,,7.5295,21.44,10.9839,53.1886,,17.86,56.8389,,15.3967,19.694,43.8533,26.1199,8.19,28.1461,7.4925,4.6487,31.2692,,16.6529,15.1789,21.9694,9.6214,2.1867,5.6875,2.5428,,1.922,3.5059,7.8492,6.7975,20.94,44.405,,9.6667,30.0949,26.8698,43.0653,21.7967,39.2148,36.038,45.81,11.2809,43.28,23.2699,32.0394,6.0603,33.5,7.6968,19.2499,26.2355,17.4918,15.1144,10.0534,10.5695,69,71.7,,10.7318,,,
8/18/2000,37.891,,7.3004,22.5,10.7827,53.6702,,17,55.2211,,15.3967,19.694,43.98,25.1342,8.19,28.1898,7.2188,4.5475,31.024,,16.1631,15.325,22.3974,9.9379,2.1267,5.625,2.534,,1.8907,3.5549,7.4418,6.8275,22,44.625,,9.3333,30.0143,27.3439,42.0323,21.684,37.9525,35.0924,44.81,11.0447,44.905,22.6088,31.7665,6.2291,33.13,7.6814,19.0927,25.8245,17.5415,15.0638,9.8985,10.7906,71.6,71.15,,10.8458,,,
8/21/2000,40.6599,,7.7218,23,11.2173,53.4005,,17.64,56.3695,,15.5169,21.0911,43.4167,26.4599,8.905,28.5099,7.0938,4.6325,30.9014,,15.6734,15.0802,22.7846,9.9036,2.2067,5.7975,2.6765,,1.9375,3.5667,7.5004,6.9075,22.595,44.18,,9.04,30.1948,28.1672,42.4115,21.736,38.0944,35.0339,44.88,11.07,44.875,22.741,32.0154,6.2569,32.38,7.7917,19.3561,26.2795,18.1127,14.7529,9.9451,10.5563,67.65,73.5,,11.107,,,
8/22/2000,40.6599,,7.4907,23.03,11.2844,54.3637,,18.345,57.8866,,15.5538,20.296,42.4567,27.1696,8.595,28.7572,7.2975,4.6175,31.0546,,16.1044,15.1039,23.1719,9.8927,2.1267,5.72,2.9536,,1.9063,3.5549,7.558,6.875,21.065,43.75,,8.8333,30.4283,28.0175,41.8071,22.1177,37.1159,35.3361,46.56,11.5719,46.31,22.4766,33.7215,6.2569,31.94,7.5026,18.961,26.1401,19.1971,14.6953,10.1282,10.3772,69.95,75.05,,10.9569,,,
8/23/2000,40.6599,,7.3393,24.22,11.169,53.0345,,17.61,59.1439,,15.868,20.4372,42.52,27.6624,8.905,28.2807,7.3362,4.5388,30.2361,,16.0407,15.1552,24.0278,9.9488,2.0833,5.72,2.8269,,1.922,3.5176,7.4418,6.9525,20.565,40.315,,8.7067,30.1761,28.2171,42.4115,21.7967,38.0047,35.2143,45.12,11.2008,47,22.7569,34.2474,6.2848,31.13,7.4342,18.961,25.6557,18.9901,14.7114,9.8985,10.1694,72.55,74.1,,10.6837,,,
8/24/2000,40.1559,,7.1982,27.565,10.9839,54.4215,,19.6575,60.879,,16.3897,20.6675,45.4567,27.5392,8.845,28.9391,7.86,4.7663,29.8315,,14.3264,15.4001,23.1922,10.0628,2.0633,5.6875,2.8804,,1.9063,3.5294,7.4418,6.86,20.01,41.19,,8.5867,29.9613,28.5913,41.5543,22.2825,38.0496,35.3361,46.31,11.5719,50,22.7886,33.7215,6.8181,33,7.7233,18.4002,26.6728,18.8825,14.8841,9.8844,10.3772,78.38,75.25,,10.8638,,,
8/25/2000,39.3158,,7.1204,27.815,11.2361,58.4863,,21.1875,62.5554,,16.3956,20.6675,46.4567,27.8152,8.875,28.8954,8.4225,4.695,29.8529,,13.4105,15.1789,24.2112,10.0175,2.0433,5.6725,2.9001,,1.922,3.5294,7.3841,6.7825,20.875,40.94,,10.08,29.7092,28.4416,41.5159,22.2304,38.6098,35.5506,46,11.517,53,23.1694,34.0467,6.986,33,7.7652,18.6424,26.5328,19.0398,15.2296,9.7219,10.2667,79.56,78.45,,10.3205,,,
8/28/2000,39.4032,,7.0325,26.125,11.6037,57.3978,,22.22,61.8178,,16.318,21.1803,46.5833,27.3224,9.095,28.8736,8.5787,4.7263,30.3894,,13.4105,15.1039,25.5767,10.0392,2.1033,5.735,2.7559,,1.9375,3.4804,7.558,6.5475,20.815,40.25,,9.5867,29.4944,28.6412,40.9335,21.7967,38.7517,35.3215,46.12,11.3357,48.5,22.6564,34.9018,6.9581,31.81,7.944,19.012,26.3485,19.1474,15.2296,9.749,10.1274,77,83.75,,10.2244,,,
8/29/2000,42.3401,,6.877,27.125,11.4185,57.0126,,22.61,60.4599,,16.2928,20.8087,45.9567,26.3663,9,29.0082,8.7037,4.9925,30.1595,,14.204,15.3764,24.4558,10.2093,2.1467,5.985,2.7962,,2.0158,3.5059,7.6743,6.735,21.25,40.125,,9.5867,28.9497,28.6662,40.6587,21.7967,38.9384,34.6976,46.94,11.0447,50.12,22.5083,35.251,6.7903,32.94,7.6549,18.3747,26.1201,19.0895,15.2296,9.8303,10.1141,76.25,79.16,,10.1494,,,
8/30/2000,41.2514,,6.9936,29.94,11.5527,57.8795,,24.86,61.2395,,16.4382,21.5519,45.3133,26.1839,9.405,29.19,8.6725,4.9375,30.0614,,15.9476,15.4001,24.843,10.0392,2.27,6.095,2.9395,,1.922,3.6039,7.9655,6.8125,20,39.875,,10,28.4049,28.7659,40.7961,21.7881,39.6854,34.8341,45.62,11.3863,50.06,22.2122,35.9295,6.8459,33.75,7.6681,18.9058,25.7515,19.0398,15.6902,9.8162,10.0456,79.5,77.63,,9.7952,,,
8/31/2000,40.996,,7.1838,30.19,11.7432,59.3917,,26.25,63.5445,,16.1512,22.3099,46.5433,26.1297,9.48,29.7648,9.25,4.7575,29.8192,,16.1044,14.6656,25.2302,10.1641,2.3333,6.5625,3.0408,,2.1095,3.6039,7.9832,6.5325,22.375,41.47,,9.6667,28.6259,29.5144,40.1203,21.7011,38.2961,34.2269,47.31,11.2008,50.5,22.8151,36.1061,6.6493,35.44,8.1227,19.0375,26.2527,19.1474,16.2936,10.2386,10.1561,85,79.56,,10.0203,,,
9/1/2000,41.5874,,7.1204,31.315,11.6037,61.0773,,25.275,64.0726,,16.318,21.5073,50.3133,26.2431,9.28,30.6341,9.3438,4.86,28.8566,,16.2562,14.709,26.2696,10.1858,2.25,5.6575,2.9564,,2.0313,3.6529,7.7906,6.75,23.315,40.25,,9.2533,28.8345,30.687,39.939,21.5707,38.7965,33.884,48.38,11.4411,50.12,22.8256,36.0539,6.5658,34.13,8.4691,19.2244,26.4886,19.6607,16.0932,10.1758,10.1274,86,81,,10.5246,,,
9/5/2000,41.5403,,7.0448,30,11.4534,61.2507,,24.1875,60.7701,,16.027,21.3215,46.52,26.1199,9.315,30.7141,8.8825,4.8513,29.154,,16.3787,14.6616,26.453,10.1188,2.27,5.6575,2.768,,2.0313,3.6039,7.6167,6.36,22.875,38.56,,9.2933,29.0275,30.8866,38.3236,21.6316,38.1915,32.8801,46.81,11.5972,46.88,21.5828,34.8255,6.2848,32.75,8.233,18.8548,25.9358,19.818,16.0195,10.2235,10.1141,81.88,78,,10.1134,,,
9/6/2000,40.3239,,6.8279,28,11.3702,62.9074,,23.22,57.0484,,15.8079,21.2937,44.5833,25.1046,9.28,30.1212,8.055,4.9688,29.1632,,16.4668,14.9065,26.5549,9.7227,2.1467,5.61,2.5588,,2.1563,3.5549,7.7329,6.36,21,36.5,,9.1667,29.0275,30.9365,37.0214,21.6316,38.2811,32.3218,45.88,11.1501,46.12,21.091,34.1992,6.2848,32.63,8.0411,18.5192,26.3485,19.8676,15.9343,10.0198,10.0589,79,77,,10.3565,,,
9/7/2000,41.5874,,6.9425,27.375,11.5876,67.1552,,24.97,60.351,,15.8137,21.2489,47,25.011,9.155,29.8957,8.4225,5.25,28.3569,,16.4668,15.1552,25.9435,9.8131,2.1867,5.6575,2.8139,,2.2033,3.5176,7.8492,6.485,22.5,38.5,,9.2533,29.0866,31.1111,37.9115,22.1185,38.6098,32.934,46.56,11.7827,49.12,21.3184,35.0503,6.397,32.94,8.0278,19.1055,26.5328,19.9752,15.4599,9.9451,9.9903,85.75,77.25,,10.3205,,,
9/8/2000,39.8199,,6.9936,28.065,11.8397,67.1552,,25.125,62.8153,,16.1531,21.0178,48.98,25.4595,9.345,30.0994,8,5.0788,27.6671,,16.5305,15.7949,26.0454,9.5653,2.1867,5.5625,2.8719,,2.125,3.5294,8.198,6.47,21.47,37.75,,9.3333,29.4041,31.3856,38.0983,22.501,38.6098,33.0662,45.81,11.652,46.3,21.4189,35.4798,6.397,32.38,7.944,19.4751,26.3928,19.2468,15.6464,9.8032,9.8665,86.19,76.69,,10.9569,,,
9/11/2000,38.1397,,6.9036,28.565,12.0571,66.1053,,23.4525,60.5605,,15.899,21.2937,45.8333,25.5334,9.53,30.1903,8.125,4.8513,28.2824,,16.8978,16.2411,25.6378,9.4966,2.1867,5.5775,2.7629,,2.125,3.6157,7.7906,6.61,20.565,37,,9.46,29.5753,31.6351,38.5983,21.6837,38.4679,33.2719,46.81,11.652,43.31,21.6833,35.528,6.2147,31.13,8.1911,19.0502,26.4886,19.5613,15.6464,10.1282,9.9483,74.11,77.06,,10.7137,,,
9/12/2000,36.9636,,7.325,28.065,12.041,61.7708,,24.13,60.9796,,16.0135,21.6664,45.3333,25.7897,9.5,30.6923,7.8125,5.0625,27.9163,,16.8391,16.7347,25.2302,9.5653,2.1667,5.5625,2.6765,,2.0703,3.5549,7.9069,6.595,20.375,38.13,,9.96,30.0796,31.7848,39.3566,22.388,37.4445,33.1593,46.31,11.6225,46.25,21.2866,36.2546,5.9481,32.13,8.0543,19.1055,26.1643,20.0746,15.833,9.905,9.9483,77.88,72.63,,10.2455,,,
9/13/2000,36.9636,,7.4416,27.69,11.8719,49.1238,,25.225,60.3007,,15.6876,21.0178,45.9167,25.7502,9.375,30.8269,8.3125,5.36,28.0517,,16.8782,17.3744,24.252,9.5653,2.3133,5.25,2.7311,,2,3.5294,7.7329,6.6875,18.25,40.06,,9.3733,30.3909,32.5332,40.9005,24.3442,37.0711,33.4629,46.31,11.4664,46.12,21.715,36.6561,6.2848,31.94,7.8601,18.7996,25.84,19.818,16.5814,9.9115,9.9063,75.75,73.25,,10.3295,,,
9/14/2000,37.4676,,7.505,28.125,11.8049,52.9189,,27.625,56.5287,,15.4936,20.9209,47.25,26.2726,9.22,31.6016,8.5938,5.3987,28.6854,,16.1725,17.3744,24.4354,9.4405,2.3533,5.345,2.8663,,2,3.5784,8.198,6.6725,18.5,42.06,,9.7067,29.8648,32.1839,40.5214,24.6137,37.3474,33.0858,45.88,11.2556,45.5,21.8843,38.1374,6.2848,30.94,8.1911,18.1623,25.84,20.7451,16.5814,10.2365,10.0721,76.88,75.63,,10.5066,,,
9/15/2000,38.3077,,7.9386,27.125,11.8049,53.1597,,27.475,56.688,,15.4083,20.9209,48.7933,26.3367,9.53,32.009,8.75,5.3362,27.9932,,16.4764,17.3744,23.5998,9.4857,2.3967,5.22,2.9113,,2,3.6039,8.6632,6.47,18.875,40.25,,9,29.5722,32.2338,40.0763,24.3442,37.3026,32.9046,45.31,11.1501,47.77,21.8155,37.8363,6.2569,36,7.944,17.6865,26.3043,21.366,17.0858,10.0404,9.6852,80.38,76.5,,10.3955,,,
9/18/2000,36.2915,,7.4539,27.75,11.8719,53.9399,,26.975,54.6428,,15.7109,20.0858,46.4367,26.3663,9.565,32.4964,8.4375,5.1413,27.1103,,16.1431,17.4258,20.1475,9.0896,2.27,4.9375,2.6255,,2.047,3.5902,8.4883,6.5775,17,37.06,,8.6667,28.6788,29.0653,40.9005,24.0225,36.6453,32.8752,45.25,10.9646,43.62,22.1804,36.4313,6.2569,32.06,7.7101,17.474,25.9358,21.6309,17.5464,9.8779,9.7692,79.81,76.5,,10.3415,,,
9/19/2000,36.2109,,7.7341,28.595,11.6707,55.3847,,26.975,55.0619,,15.5169,19.5714,48.8967,27.0464,9.375,33.5767,8.1725,5.125,27.2795,,15.7756,17.3981,21.3784,8.6826,2.2933,4.97,2.7593,,2.0313,3.6529,8.7794,6.4375,16.655,38.06,,8.5,28.5792,29.6641,41.6917,25.7005,36.0403,33.4531,45.94,10.4374,47.31,21.6939,37.5353,6.2848,32.75,7.9859,17.2871,25.0145,20.7451,18.4814,10.2159,9.7272,82.88,74.5,,10.6387,,,
9/20/2000,35.2834,,8.0921,29.97,11.7888,56.9548,,27.25,57.9453,,15.2997,19.0569,51.0633,27.5146,9.125,33.6459,7.9538,4.985,27.0704,,15.8687,17.4731,21.3988,8.773,2.27,5.0475,2.7452,,2.0158,3.6275,8.6045,6.4075,17,38.13,,7.7467,28.352,29.0404,40.7302,25.9788,35.4801,33.2474,46.31,11.3062,47.94,21.6463,39.8436,6.2848,33.38,7.4188,17.1257,25.0145,20.9024,18.4238,9.9992,9.851,86.31,75.5,,10.6747,,,
9/21/2000,32.2591,,7.9652,30.75,12.3415,57.552,,26.875,57.3669,,15.4801,19.0569,55.75,27.8448,9.28,33.3039,7.8913,4.7575,27.378,,15.8981,17.793,20.3798,8.7278,2.1867,4.97,2.8972,,2.0313,3.6392,8.6632,6.4075,17.69,36.56,,7.3333,29.3388,27.768,42.8895,25.9179,36.6005,34.3444,46.12,11.2556,48.06,22.4766,40.2651,6.2848,31.75,7.4188,16.8877,25.5673,20.9024,18.8844,10.23,9.8245,85.19,80.13,,10.8646,,,
9/22/2000,33.6033,,8.6484,30.72,13.0122,59.2665,,29.075,60.4012,,15.9223,18.9675,56.8133,28.6136,9,33.6022,8.61,4.8913,28.55,,16.1137,18.1168,21.9287,8.6934,2.1667,5.0625,3.0803,,2.047,3.6392,9.3022,6.4375,19.625,39.38,,7.96,29.8462,27.6931,44.7796,25.7614,37.0711,35.8429,46.12,11.361,49,23.4338,40.2651,6.3126,33.13,7.7101,16.943,25.6115,20.6458,19.4602,10.595,10.4192,88.81,80.41,,10.7503,,,
9/25/2000,32.4675,,9.2887,32.25,12.878,60.143,,28.35,58.4147,,15.8447,18.6394,56.0833,28.2982,9,33.715,7.93,4.93,28.9622,,15.8981,18.1405,21.9898,8.8291,2.1867,5.11,3.2717,,1.9845,3.6882,9.5348,6.125,19.94,38.13,,7.92,29.8399,28.0424,45.5268,26.4135,37.3474,35.3826,45.56,11.2008,49.12,23.3386,40.9877,6.1169,33.13,7.7785,17.0747,24.8303,21.0597,19.2299,10.5409,9.851,85.88,86.5,,10.5428,,,
9/26/2000,30.3706,,9.3316,30.72,12.4756,60.8076,,26.25,59.9821,,15.7225,16.686,56.75,28.1848,8.5,34.577,7.445,4.875,29.4544,,15.7119,17.943,22.642,8.6826,2.1033,5.1575,2.9958,,1.8282,3.702,9.4231,6.265,19.905,38.56,,7.92,29.4166,27.5185,45.4004,26.5178,36.7872,34.4032,44.62,11.4917,48.88,23.0054,39.117,5.7658,30.88,7.1165,16.6626,24.2333,21.8378,19.6628,10.5549,9.5902,84.38,81,,10.5428,,,
9/27/2000,30.915,,9.0391,31.5,12.5427,59.1798,,26.6,59.8313,,15.323,19.6683,57.3133,27.8448,8.19,33.8386,6.875,5.18,31.5001,,15.7756,17.8443,24.2316,8.6971,2.1033,5.125,3.0099,,1.7813,3.8235,9.1859,6.2825,20.815,37.88,,7.7467,29.6002,30.4375,44.8839,26.1961,36.6005,35.6911,43.69,11.7743,50.06,22.8732,40.3454,5.7802,31,7.0481,17.5123,24.3217,21.366,19.5477,10.6156,9.6587,87.25,82.13,,10.5428,,,
9/28/2000,32.2255,,9.5894,32.97,12.5266,62.6088,,27.45,58.8841,,15.323,19.4819,58.52,28.584,8.405,33.0891,7.1013,5.875,31.9307,,16.4764,18.1168,24.2724,9.0717,2.2933,5.25,3.2633,,1.7188,3.898,9.9999,6.875,21.875,43.44,,7.8333,29.0679,29.9385,45.2631,26.5178,37.7209,35.8136,44.69,11.5631,55,23.1059,42.9548,6.0603,32,7.1452,18.1241,25.243,22.3014,19.4602,10.7716,9.7759,93.25,90.38,,10.5398,,,
9/29/2000,32.8909,,9.6139,34.065,12.76,62.6088,,28.5,58.532,,15.4801,19.713,58.4533,28.3376,8.22,32.0885,7.4375,5.805,32.1153,,17.3389,18.2866,23.396,9.0029,2.5,5.4525,3.0887,,1.8595,3.9098,9.9999,6.6875,22.69,41.13,,7.8333,29.2423,29.8886,44.5763,26.57,38.6994,36.4551,44,11.3773,56.38,23.7564,41.911,6.1447,32.63,6.8958,18.243,25.3388,21.5233,19.7204,10.6968,9.9903,84.5,89,,10.5067,,,
10/2/2000,33.9796,,10.0619,32.75,12.8619,62.551,,27.175,55.1122,,15.1406,19.8025,52.3333,28.0912,8,33.1109,7.375,6.0475,33.4688,,16.9665,18.4366,24.1705,8.9576,2.73,5.0475,2.931,,1.7345,4.3392,10.8185,6.11,22.875,39.75,,7.8733,29.0088,31.4355,44.4389,27.4394,38.423,36.2396,43.38,11.8503,50.88,23.4021,43.0752,6.2848,29.56,6.7855,17.2064,24.506,22.9719,19.6628,11.4757,9.7405,82,88.5,,10.4887,,,
10/3/2000,35.7068,,9.8962,32.5,12.9451,61.9442,,25.125,55.9504,,15.3346,19.9889,53.02,27.9088,8.19,33.7695,6.86,6.1563,32.9151,,16.6332,18.6578,23.7833,9.0264,2.7933,5.0325,2.9057,,1.547,4.2157,10.6975,6.0475,20,37.5,,7.7467,28.794,31.3107,44.9169,28.2567,39.4986,36.2396,42.75,11.7447,52.38,23.4021,41.3891,6.1169,29.75,6.7303,17.4188,24.4102,22.6077,19.748,11.4074,10.1274,75.5,87.13,,10.5067,,,
10/4/2000,38.8991,,9.7673,31.5,12.7117,60.5668,,24.9225,54.0141,,14.8749,20.1306,53.6867,27.4727,7.78,33.2019,6.9063,5.9063,33.1612,,16.3588,18.6578,24.2316,9.3196,2.77,4.985,2.7593,,1.539,4.1784,11.1068,5.9225,18.065,37.88,,7.6667,28.1123,30.687,45.329,28.7436,38.8339,36.0241,43.12,11.5336,52.25,22.6088,39.8436,6.0603,29.56,6.1786,16.6498,24.1375,22.2517,19.9346,11.1096,9.9351,76.94,75.5,,10.3925,,,
10/5/2000,37.051,,9.8962,31.75,12.7788,63.389,,26.15,55.8498,,15.93,20.4139,53.75,27.9974,7.905,33.2928,6.625,5.8438,34.5762,,16.6626,18.4129,24.8838,9.3883,3.1867,5.14,2.7891,,1.547,4.2902,11.3952,6.095,17.815,40,,7.3733,28.9683,30.4375,46.4608,28.7436,39.5815,36.8812,42.44,11.825,50.81,23.6665,39.3939,6.0065,28.44,5.7925,17.2064,24.6018,22.4587,20.4689,11.3533,10.1827,72,71.5,,10.5819,,,
10/6/2000,35.0751,,9.7673,35,12.8619,63.6298,,26.7,52.8574,,16.027,20.6897,53.7067,27.8439,7.625,33.2237,6,5.8362,33.8379,,16.7557,18.4129,25.3729,9.2979,3.4167,5.2825,2.6081,,1.422,4.4235,10.5859,5.86,15.03,38.38,,6.92,28.7349,30.3128,45.5708,28.0393,39.2526,37.2485,43.5,11.5631,51,23.6031,37.4871,5.7236,29.63,5.958,17.9754,24.646,21.8875,20.2386,11.1507,10.1981,66.13,73,,10.1669,,,
10/9/2000,34.067,,9.3848,35.69,12.7949,62.4932,,24.265,52.9663,,15.7594,20.3617,54.9167,27.938,7.53,32.8162,5.8987,6.0163,33.6226,,16.9076,18.0418,24.843,9.3431,3.4367,5.1725,2.534,,1.5625,4.2157,9.8883,5.4075,15.375,35.56,,6.7467,28.4236,28.1672,45.4334,27.822,39.3497,36.8812,44.31,11.4026,44.25,22.8098,38.0371,5.7515,29.06,6.0815,18.243,24.2775,21.9868,20.0497,11.1572,9.9903,73,71.25,,10.3384,,,
10/10/2000,33.3075,,9.5894,36.53,13.1624,64.2944,,24.515,50.8708,,16.221,20.8761,56.3333,28.7102,7.47,33.2492,6.1875,5.8825,33.9918,,16.9076,18.0181,25.2302,9.4209,3.6267,5.1575,2.6695,,1.4063,4.3882,10.6417,5.4525,16.25,34.38,,6.2933,29.4571,28.4167,46.4279,27.7698,39.5367,37.65,45.62,12.0615,44.69,23.5343,39.8958,5.6114,28.88,6.2625,18.6934,24.2775,21.8378,20.0935,11.4692,10.0589,72.31,71.19,,10.0737,,,
10/11/2000,30.7873,,9.4871,34.25,13.4536,63.2157,,23.5,55.0619,,16.4984,21.2937,54.7567,28.8983,7.5,32.4523,6.4375,5.57,34.4839,,16.692,18.484,26.3919,9.6145,3.4167,5.2025,2.6379,,1.3907,4.0569,10.2324,5.4375,16,30.88,,6.5,29.8835,29.0154,48.0432,27.4394,38.8339,37.4639,47.56,11.9052,43.25,23.3386,39.5947,5.6114,27.13,6.3574,17.9499,24.0417,21.3163,19.9346,11.428,10.0589,74.5,70.25,,9.8873,,,
10/12/2000,30.0749,,8.9225,32.13,13.3703,60.6246,,21.97,51.8683,,16.2559,21.1073,53.2933,28.8983,7.25,32.2231,6.5163,5.125,34.084,,16.6626,18.3379,25.5971,9.3087,3.3127,5.265,2.534,,1.375,4.1667,9.7673,5.5625,16.125,28.25,,6.5,30.1948,28.9406,48.0762,27.0047,39.8133,37.8018,44.19,11.6687,41.62,23.6031,38.1374,5.3313,26.06,6.1102,17.9499,23.6289,22.1441,19.8056,10.9947,9.5482,66.88,68.75,,9.8873,,,
10/13/2000,29.8263,,9.2437,31.88,13.5047,61.2892,,23.2825,54.3829,,16.2928,21.8081,54.1667,28.9577,7.44,32.4523,7.0237,6.235,34.6993,,17.1233,18.1168,24.8226,9.5458,3.2917,5.595,2.7013,,1.375,4.2647,9.8883,5.5325,17.565,30,,6.3333,29.8244,30.2629,47.8015,26.0831,38.8787,37.3121,41.31,11.4575,43.83,22.5453,40.0443,5.9759,25.94,6.3861,17.8437,25.84,21.9868,19.7043,11.2525,9.9351,70.25,70.13,,9.4543,,,
10/16/2000,31.2107,,9.2948,33.63,13.5557,61.347,,24.095,53.486,,16.7059,21.8528,55.8733,29.7002,7.845,32.7252,7.2188,6.6413,35.4683,,17.0302,18.0891,27.2886,9.6924,3.2917,5.515,2.7804,,1.3282,4.2157,10.3534,6.1575,17.75,31.06,,6.8333,30.1761,30.4126,49.3454,26.5178,38.9236,37.65,43,12.0615,44.12,23.1059,41.3891,6.0603,27.88,6.4258,17.6057,25.4715,22.1441,20.6116,11.8006,9.9903,74,72.63,,9.5294,,,
10/17/2000,29.1071,,9.4094,31.88,13.8406,61.8286,,24,53.5447,,17.1055,21.9945,60.6867,29.4824,7.75,33.8605,8.1013,6.61,35.4376,,17.0302,17.7693,26.7179,9.5005,3.3127,5.6875,2.8102,,1.3282,4.2157,9.8883,5.845,18.095,29.38,,7,30.2135,30.8367,48.9718,26.3004,39.8133,38.2916,43.56,12.4584,42.88,23.767,40.6665,6.1169,25.88,6.3728,16.4119,24.8303,21.7302,19.6905,11.5699,9.8665,78.88,77.25,,10.0376,,,
10/18/2000,27.474,,9.3971,31.81,13.7062,59.96,,24.5,56.6293,,17.2393,23.1129,62.6267,29.1458,8.03,34.2498,8.5787,6.2663,35.3453,,17.0302,18.1642,27.5943,9.6019,3.5833,5.735,2.585,,1.3125,4.0569,9.7673,5.97,17.375,31.05,,6.3333,29.3388,29.8886,49.0377,26.5178,40.3292,38.2916,46.31,12.3529,43.5,23.1377,41.0037,6.397,26.38,6.1786,19.73,23.9532,20.9521,19.1723,11.3533,9.7825,80.38,76.56,,9.8482,,,
10/19/2000,29.4029,,9.0514,32.75,13.1015,60.5668,,23.97,56.8389,,15.226,22.1809,62.8733,29.1755,7.875,33.7477,8.7737,6.485,34.9146,,17.1527,18.1869,27.8796,9.9873,3.5,5.86,2.5746,,1.2813,4.0941,9.7115,6.5325,17.315,33.75,,6.3333,28.5605,31.186,48.6257,26.0831,39.9554,37.983,46.88,12.1966,44.88,22.741,42.9735,6.3126,27.69,6.3728,19.2796,24.7345,21.6806,19.7043,11.3262,9.6587,80,73,,9.8723,,,
10/20/2000,31.2914,,9.1414,32.5,13.1177,61.5878,,24.875,57.6268,,14.6926,22.0392,63.4167,30.1011,7.905,34.0679,9.1325,6.6325,35.0377,,17.0939,17.5187,23.0088,10.2696,3.5633,5.8125,2.4918,,1.297,4.0569,9.7673,6.735,16.5,37.81,,6.6667,28.601,29.5643,47.4608,26.0831,38.6918,40.0987,44.62,12.6696,46.06,22.942,44.5815,6.2291,25.75,6.7038,19.1182,24.506,21.6806,19.6329,11.4074,9.4089,79.75,66.31,,10.5428,,,
10/23/2000,34.3156,,9.3705,33.56,13.252,63.572,,26.25,59.4625,,14.8497,21.6217,65.63,30.6902,8,34.5227,8.4688,6.6875,33.7764,,17.3046,17.5938,20.2901,10.2135,3.5633,5.9225,2.7294,,1.3907,4.0451,10.3534,6.6725,17,40,,6.7467,28.5014,28.1672,48.8674,25.7614,38.1311,41.5042,45.44,12.4838,47.62,23.9997,45.7071,5.7236,26.38,6.5935,18.7996,25.103,21.5729,19.3588,11.3262,10.1694,92.94,69.75,,10.5067,,,
10/24/2000,32.2995,,9.0514,35.75,13.2359,62.7918,,25,59.8313,,14.838,21.6217,66.9167,30.5961,7.97,32.6561,8.125,7.055,34.2071,,17.2458,18.088,21.46,10.0887,3.6033,6.0475,2.4127,,1.3907,3.9961,10.1766,6.2025,17.065,38.69,,7,28.5419,32.6829,48.1806,22.0054,38.1311,41.8421,44.75,11.5336,45.12,22.741,46.5915,5.8359,25.69,6.7038,18.8251,25.0145,21.6309,19.3749,11.5493,10.7221,92.94,72.13,,10.2993,,,
10/25/2000,28.6501,,8.3866,35.75,13.8245,61.6456,,23.86,57.5262,,15.2997,22.5089,62.3333,31.002,7.97,32.7471,8.11,7.6725,33.6841,,17.2752,18.4083,21.5822,9.8516,3.6267,5.97,2.587,,1.25,4.0804,10.3534,6.265,18,35.75,,7.7467,29.2423,32.159,48.796,22.8749,38.9759,42.7579,43.75,11.352,45.75,23.767,44.9835,5.5135,25.63,6.2051,19.1182,23.8132,20.8031,20.0083,11.3197,10.2932,96.06,67.19,,10.7894,,,
10/26/2000,29.5709,,8.6812,35,13.7224,62.368,,24.985,57.4172,,15.1775,22.7401,63.3967,31.002,8.03,32.5433,8.1013,7.195,34.2994,,17.1527,19.0013,20.9708,10.0778,3.6667,5.8275,2.5622,,1.3907,4.0804,10.9859,6.3125,19.375,36.97,,8.2533,28.9901,32.9573,48.0762,23.8052,38.6021,42.4542,45.25,11.5885,48.45,23.9997,43.1745,5.8637,26.19,6.3728,19.1437,24.646,20.1822,19.877,11.6382,10.5143,94.94,65.69,,10.7684,,,
